stratum,source_listing_id,title,description,price_raw,area_raw,parsed_price,parsed_area,parsed_neighborhood,parsed_type,correct_price,correct_area,correct_neighborhood,correct_type,correct_building,verified_by,notes
random,banesa-31576,Ekstra banese me qira ne lagjen Pejton,"Ekstra banese me qira ne lagjen Pejton, eshte komplet e mobiluar, e re dhe moderne. Banesa eshte e gatshme per banim, gjendet ne katin e 2-te, dhe ka nje siperfaqe prej, 80m2.

Renditja:
Sallon me kuzhine * 2 dhoma gjumi * Banjo * Ballkon * Korridor.
Çmimi: 350 €

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp & Viber
+383 45 190 019",350 EUR,80,350.00,80.0,Pejton,rent,,,,,,,
random,banesa-30447,Banese (garsoniere) me qira ne lagjen Ulpiana,"Leshohet banese (garsoniere) me qira ne lagjen Ulpiana, gjendet ne katin 4, komplet e mobiluar, 30m2.

Renditja:
Sallon me kuzhine, banjo, korridor.
Çmimi: 200 €

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp & Viber
+383 45 190 019",200 EUR,30,200.00,30.0,Ulpiana,rent,,,,,,,
random,banesa-62772,Banese me qira ne lagjen Emshir,"Banesë me qira në lagjen Emshir, kompleksi Riera banesa eshte e re super e mobiluar
Kati:3
Sipërfaqe:95
Çmimi i qirasë:500
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦2 Banjo
♦2 Ballkona
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",500 EUR,95,500.00,95.0,Emshir,rent,,,,,,,
random,banesa-64003,Banese me qira ne lagjen Bregu i Diellit,"Banesë me qira në lagjen Bregu i Diellit te Banesat e Kuqe, eshte lagje e qete dhe ka park per femije, eshte e mobiluar ne teresi
Kati: perdhes
Sipërfaqe:70
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp",250 EUR,70,250.00,70.0,Bregu i Diellit,rent,,,,,,,
random,banesa-68487,Banesë me qira në Arbëri,"Lëshohet me qira banesa në Arbëri. Banesa është e mobiluar ne menyre moderne dhe shumë e përshtatshme për banim.

Banesa është në gjendje të re dhe ndodhet te Pandora.

Banesa ka sistemin e ngrohjes me rryme.

Sipërfaqe; 120m²
Çmimi: 450

Rënditja
• Sallon dhe kuzhinë
• 2 Dhoma gjumi
• Banjo
• Depo
• Ballkon

Kodi: 2710

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo ban",450 EUR,120,450.00,120.0,Arbëria,rent,,,,,,,
random,banesa-70712,Shitet Banesa në Arbëri,"Super Banese në SHITJE ne lagjen Arberia. Banesa ndodhet ne nje lokacon shume te pershtatshem dhe ofron kushte shume te mira per banim. Eshte komplet e mobiluar, me te gjitha paisjet e nevojshme per banim.
Kati: 7 ( lift funksional )
Siperfaqe: 67m2
Çmimi: 1500m²
Renditja:
*Sallon me kuzhine
*Dhome gjumi
*Banjo
*Ballkon
*Korridor

Per me shume informata mund te na kontaktoni ne kete numer telefoni:
044 393 777
WhatsApp & Viber
+383 44 393 777","1,500 EUR",67,1500.00,67.0,Arbëria,sale,,,,,,,
random,banesa-47829,Banese me qira ne Dardani,"Leshohet banese me qira ne Dardani, mbrapa  postes afer furres Elisa ,me lift,nxemja me termoks.
Banesa ka kete renditje:
- 1dhoma gjumi
- sallon dhe kuzhine ndaras
- banjo
- ballkon
- koridor
Qmimi 200€
bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677",200 EUR,60,200.00,60.0,Dardania,rent,,,,,,,
random,banesa-55154,Banese me qira ne lagjen e spitalit 2+1,"Banesë me qira në lagjen e Spitalit,afer QKUK se,te bansat e Avni Gjakoves. Banesa eshte e mobiluar ne teresi.Lift funksional.Banesa eshte e  lire me 4 Gusht.
Kati:3
Sipërfaqe:80 m2
Çmimi i qirasë:300
Renditja:
♦Sallon me kuzhinë
♦2Dhomë gjumi
♦Banjo
♦2Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",300 EUR,80,300.00,80.0,Spitali,rent,,,,,,,
random,banesa-44199,Banese me qira ne lagjen Arberia_1+1,"Banesë me qira në lagjen Arberia, banesa eshte komplet e mobiluar,
Sipërfaqe:65m2
Çmimi I qirasë:250€
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
",250 EUR,65,250.00,65.0,Arbëria,rent,,,,,,,
random,banesa-79663,Banesë me qira te Mati 1,"Banesë me qira në Mati 1. Banesa është e mobiluar në tërësi dhe është shumë e përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme.
Ndodhet në katin e katërt, posedon ashensor.
Çmimi i qirasë: 350
Renditja:
♦Sallon me kuzhinë
♦2 Dhoma gjumi
♦Banjo
♦Ballkon
♦Korridor
Kodi: 3411
Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/u",350 EUR,0,350.00,,Mati,rent,,,,,,,
random,banesa-42597,Banese ne shitje ne Royal City,"Banesë ne shitje në Rugen B, banesa eshte ne Royal City dhe eshte e re (e pa banuar ende), nxemje qendrore me TERMOKOS, ka pamje nga rruga kryesore
Kati: 4
Sipërfaqe: 101
Çmimi I shitjes: 850€m2
Renditja:
♦Sallon me kuzhinë
♦3 Dhomë gjumi
♦2 Banjo
♦2 Ballkona
♦Korridor
♦ Garazh 12m2
♦ Shpajz

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
",850 EUR,101,850.00,101.0,,sale,,,,,,,
random,banesa-46314,Banese me qira ne lagjen Bregu i Diellit_2+1,"Banesë me qira në lagjen Bregu i Diellit, banesa eshte e mobiluar ne teresi, ka pamje nga lindja
Kati:3
Sipërfaqe:78
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦2 Dhoma gjumi
♦Banjo
♦2 Ballkona
♦Korridor
♦shpajz

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
",250 EUR,78,250.00,78.0,Bregu i Diellit,rent,,,,,,,
random,banesa-61089,Banese me qira ne lagje te Muhaxhereve,"Banesë me qira në lagjen e Muhaxhereve, banesa eshte e mobiluar ne teresi,
Kati:3
Sipërfaqe:70
Çmimi i qirasë:300
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+383 44 393 777

",300 EUR,70,300.00,70.0,Muhaxhere,rent,,,,,,,
random,banesa-91749,Banes me qera Mati 1,"Banes me qera Mati 1
Banesa ndodhet ne Rr. Ukshin Kovacica (siper Flexi Gym)
Banesa 89m²
Qëndrimi ditor | Kuzhina | 2 Dhoma gjumi | 2 Banjo | Ballkon | Garazh

Çmimi: 500 €

Nr. Tel: 044577677
www.geo-rks.com
1519
",500 EUR,89,500.00,89.0,,rent,,,,,,,
random,banesa-78349,Garsoniere me qira ne lagjen Emshir,"Leshohet banese ( garsoniere ) me qira ne lagjen Emshir e mobiluar, objekti i ndertuar nga NARTEL.
Banesa ka kete renditje:
- Sallon ( dy shtreter  te cilet mund te perdoren edhe per fjetje )
- Kuzhine
- Banjo
Cmimi: 270 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511",270 EUR,37,270.00,37.0,Emshir,rent,,,,,,,
random,banesa-79326,Banesë me qira në Qendër,"Lëshohet me qira banesa në Qendër, afër Gjimnazit ‘Ahmet Gashi’. Banesa është e mobiluar dhe e përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme.
Çmimi: 300
Rënditja
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Koridor

Kodi: 3301

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;l",300 EUR,0,300.00,,Qendra,rent,,,,,,,
random,banesa-62372,Banese me qira ne lagjen Rruga B,"Banesë me qira në lagjen Rruga B, eshte e mobiluar ne teresi me mobilje shume te mira, ka ngrohje qendrore me Termokos
Kati:5
Sipërfaqe:88
Çmimi i qirasë:450
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor
♦Wc

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38",450 EUR,88,450.00,88.0,,rent,,,,,,,
random,banesa-50974,Banese me qira ne lagjen Bregu i Diellit,"Leshohet banese me qira ne Breg te Diellit, te Banesat e Bardha
Banesa ka kete renditje:
- dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 220€
bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511",220 EUR,60,220.00,60.0,Bregu i Diellit,rent,,,,,,,
random,banesa-8279,Banes moderne me qira te Sllovenia Sporti,"Leshoj banesen me qira te Sllovenia Sporti afer ALBIT 80m2 kati i 5 e mobiluar ne teresi, lift funksional,
Banesa posedon:
- Sallon me Kuzhine
- 2 Dhoma Gjumi
- Koridor
- Banjo
- 2 Ballkona
Qmimi 300 euro

Per em shume informata ju lutem na kontaktoni ne numrin
WhatsApp & Viber:
045190019",300 EUR,80,300.00,80.0,Sllovenia Sport,rent,,,,,,,
random,banesa-53818,Banese me qira ne lagjen Aktash 1+1,"Banesë me qira në lagjen Aktash,banesa eshte e mobiluar ne teresi.Banesa ka pamjen nga lindja.
Kati:2
Sipërfaqe:58
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",250 EUR,58,250.00,58.0,Aktash,rent,,,,,,,
random,banesa-9710,Banes me qira te Qafa e renovuar,"Leshoje banes me qira te Qafa, eshte e renovuar tash se fundmi, e mobiluar me moile te reja, ka nxemje qendrore, 45m2
Banesa posedon:
- sallon
- kuzhine
- banjo
- ballkon
-Qmimi 250 euro

Per me shume informata ju lutem na kontaktoni ne numrin
WhatsApp & Viber:
045 190019",250 EUR,45,250.00,45.0,,rent,,,,,,,
random,banesa-75361,Banese me qira ne lagjen Prishtina e re,"Leshohet banese me qira ne lagjen Prishtina e re, ndertim i Ariani Company, afer Qkuk-se, rruga Hollger  Petersen. Banesa eshte e gjysme mobiluar vetem me kuzhine te re dhe moderne.
Kati i 7-te, lift funksional.
Siperfaqe: 58m2
Banesa ka kete renditje:
- Sallon
- Kuzhine
- Dhome gjumi
- Banjo
- Ballkon
- Koridor
Cmimi: 250 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511",250 EUR,58,250.00,58.0,Pristina e Re,rent,,,,,,,
random,banesa-83585,Banese me qira ne Lagje te Muhaxhereve_2+1,"Lëshohet me qira banesa ne Mehalle te muhagjereve perballe market Conad rruga Jashar Salihu perballe Kulles se Muhagjereve e mobiluar në tërësi, e gatshme dhe shumë e përshtatshme për banim. Banesa ka të gjitha pajisjet e nevojshme funksionale. Ka hapsire parkingu kati 6 lift Funksional
Sipërfaqe: 95m2
Çmimi: 400 me mirembajtje
Rënditja
• Sallon dhe Kuzhinë
• 2 Dhome gjumi
• Banjo dhe wc
• Ballkon
• Koridor
Kodi: 3770
Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real ",400 EUR,95,400.00,95.0,Muhaxhere,rent,,,,,,,
random,banesa-79816,Banese me qira ne lagjen Tophane,"Leshohet banese me qira ne lagjen Tophane, komplet e mobiluar shume e pershtatshme per banim, ka siperfaqe prej 65m2, gjendet ne katin e 8-te me lift funksional
Banesa ka kete renditje:
- Sallon
- Kuzhine
- Dhome gjumi
- Banjo
- Ballkon
- Koridor
Cmimi: 280 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511",280 EUR,65,280.00,65.0,Tophane,rent,,,,,,,
random,banesa-79746,Banesë me qira te Qafa,"Lëshohet me qira banesa te Qafa, te kafet e vogla. Banesa është e mobiluar dhe e gatshme për banim.
Ka të gjitha pajisjet funksionale. Ndodhet në katin e parë.
Çmimi: 200
Rënditja
•	Sallon
•	Kuzhinë
•	Koridor
•	Banjo

Kodi: 3414

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llshp=Qira
ose mun",200 EUR,1,200.00,,Qafa,rent,,,,,,,
random,banesa-76369,Banese me qira ne lagjen Bregu i Diellit,"Leshohet banese me qira ne lagjen Bregu i diellit te Xhambazt perballe ish universitetit Iliria. Komplet e mobiluar e gatshme per banim.
Siperfaqe: 87m2
Kati i pare
Banesa ka kete renditje:
- Sallon
- Kuzhine
- 2 Dhoma gjumi
- Banjo
- Ballkon
- Koridor
Cmimi: 500 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511
",500 EUR,87,500.00,87.0,Bregu i Diellit,rent,,,,,,,
random,banesa-78967,Banese ( gasoniere ) me qira ne Emshir,"Leshohet banese ( gasoniere ) me qira ne Emshir, afer Tregu group, komplet e mobilaur shume e pershtatshme per banim.
Banesa ka kete renditje:
- Sallon ( dhome ) me 2 shtreter
- Kuzhine
- Dhome gjumi
- Banjo
- Koridor
Cmimi: 250 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511",250 EUR,40,250.00,40.0,Emshir,rent,,,,,,,
random,banesa-31606,Banese me qira ne lagjen Dardania,"Leshohet banese me qira ne lagjen Dardania, eshte komplet e mobiluar, leshohet per studente, por vetem per dy persona.

Siperfaqe: 42m2
Renditja:
Sallon me kuzhine * dhome gjumi * banjo * korridor.
Çmimi: 170 €

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp & Viber
+383 45 190 019",170 EUR,42,170.00,42.0,Dardania,rent,,,,,,,
random,banesa-59396,Banese me qira ne lagjen Tophane,"Banesë me qira në lagjen Tophane, banesa eshte e mobiluar ne menyre moderne
Sipërfaqe:84
Çmimi i qirasë:500
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",500 EUR,84,500.00,84.0,Tophane,rent,,,,,,,
random,banesa-50474,Shitet banesa ne lagjen Ulpiane,"Banesë ne shitje në lagjen Ulpiana, banesa gjindet te banesat e ish oficereve ne Ulpian.Banesa eshte e mobiluar ne tersi dhe ka nxemje me Termokos.
Kati:4
Sipërfaqe:33 m2
Çmimi I shitjes:1.400
Renditja:
♦Sallon me kuzhinë
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383443393 777","1,400 EUR",33,1400.00,33.0,Ulpiana,sale,,,,,,,
random,banesa-52000,Banese me qira te Mati 1,"Leshohet banese me qira te Mati 1 në rrugen Ukshin Kovaçica afer Shkolles Pavarsia.

Banesa ka 100m², ndodhet në katin e tretë.
Banesa ka kete renditje:
1 Sallon me kuzhinë të kompletuar,
3 Dhoma gjumi
2 Tualete
1 Banjo
1 Depo mbrenda banesës dhe
1 Ballkon

Çmimi 430€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511

",430 EUR,100,430.00,100.0,Mati,rent,,,,,,,
random,banesa-78676,Banesë me qira te Mati 1,"Ofrohet me qira banesa te Mati 1. Banesa është e mobiluar në tërësi dhe e përshtatshme për banim.
Sipërfaqe: 83m²
Çmimi: 350
Rënditja:
•	Sallon dhe Kuzhinë
•	2 Dhoma gjumi
•	Banjo
•	Ballkon
•	Koridor

Kodi: 3240

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llshp=Qira
ose mund të na kontakton",350 EUR,83,350.00,83.0,Mati,rent,,,,,,,
random,banesa-79373,Banese me qira ne lagjen Bregu i diellit,"Lëshohet apartment me qira, e pershtatshme per banim ose zyre.
Gjendet në rrugën ""Hilmi Rakovica"", në Bregun e Diellit, afër shkollës ""Ismail Qemaili"" në katin e parë dhe ka orientim në lindje. Është 600m larg nga OSBE, 500m larg nga rruga B, dhe trafiku urban kalon poshtë apartmentit.
Apartamenti përbëhet nga një dhomë gjumi, një dhomë e madhe ndenjeje me kuzhinë, një depo, një banjo, dy ballkone, një i jashtëm dhe tjetri një ballkon prej 10m² që shërben si hapsirë për ndriqim. Është e pajisur ",450 EUR,91,450.00,91.0,Bregu i Diellit,rent,,,,,,,
random,banesa-61927,Banese me qira ne lagjen Mati 1,"Banesë me qira në lagjen Mati 1, rr.Muharrem Fejza, banesa eshte e mobiluar ne teresi
Sipërfaqe:70
Çmimi i qirasë:350
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",350 EUR,70,350.00,70.0,Mati,rent,,,,,,,
random,banesa-78912,Banesë me qira te Lagjia e Muhaxherëve,"Gasoniere me qira te Sllovenia Sport, rruga Halil Alidemaj, shumë afër Qendres. Është e mobiluar dhe është e përshtatshme për banim.
Banesa ndodhet në katin e 1. Sistemin e ngrohjes e ka me Termokos.
Çmimi: 180 plus depozita
Rënditja
•	Sallon
•	Kuzhinë
•	Banjo
•	Koridor
•	Ballkon nuk ka

Kodi: 3258

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrm",180 EUR,1,180.00,,,rent,,,,,,,
random,banesa-45288,Banese ne shitje ne lagjen Arberia_2+1,"Banesë ne shitje në lagjen Arberia, kompleksi Butrinti, banesa eshte e mobiluar ne teresi, moderne
Sipërfaqe:107m2
Çmimi I shitjes:107000€
Renditja:
♦Sallon me kuzhinë
♦3 Dhoma gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777

","107,000 EUR",107,107000.00,107.0,Arbëria,sale,,,,,,,
random,banesa-91759,Leshoj banese me qira ne bregun e diellit Prishtine,Leshoj banese me qira ne prishtine ne bregun e diellit.Banesa ka 2 dhoma ka banjo korridor si dhe ka ballkon.Banesa eshte e mobiluar dhe e gatshme per banim.Qmimi eshte 280 euro dhe perfshihen te gjitha shpenzimet..,280 EUR,50,280.00,50.0,,rent,,,,,,,
random,banesa-60578,Leshohet banesa me qira ne Arberi,"Leshohet banese me qira ne Arberi ,Kati 1 Kompleksi Berisha Group afer Minimax
Banesa ka kete renditje:
- 2 dhoma gjumi
- Sallon
- Kuzhine
- Banjo
- Vc
- Ballkon
- Koridor
- Garazh
Qmimi 400€

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677
044 333 511
+383 44 333 511",400 EUR,95,400.00,95.0,Arbëria,rent,,,,,,,
random,banesa-55482,Banese me qira ne lagjen Ulpiane 1+1,"Banesë me qira në lagjen Ulpiane,te restorant Sinfonia.Banesa eshte e mobiluar ne teresi.Lirohet prej 1 Korriku dhe ipet vetem per familjar.Lift funksional.
Kati:3
Sipërfaqe:60 m2
Çmimi i qirasë:300
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",300 EUR,60,300.00,60.0,Ulpiana,rent,,,,,,,
random,banesa-91775,Banes me qera Lagja Spitalit,"Banes me qera Lagja Spitalit
Banesa ndodhet ne Rr. Ahmet Gashi
Banesa posedon 115m² dhe nxemje me Termokos
Qëndrim ditor dhe kuzhinë | 3 Dhoma gjumi | 2 Banjo | Ballkon

Çmimi: 489€

Nr. Tel: 044 577 677
www.geo-rks.com
1532
",489 EUR,115,489.00,115.0,,rent,,,,,,,
random,banesa-61418,Banese me qira ne lagjen Ulpiana,"Leshohet banese me qira ne Lagjen Ulpiana , afer shkolles Hasan Prishtina
Banesa eshte 65m2 kati 4 pa ashensor
Banesa ka kete renditje:
- 2 dhoma gjumi
- Sallon
- Kuzhine
- Banjo
- Ballkon
- Koridor
Qmimi 360€

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677
044 333 511
+383 44 333 511",360 EUR,65,360.00,65.0,Ulpiana,rent,,,,,,,
random,banesa-53662,Banes ne shitje ne lagjen Mati 1 2+1,"Banesë ne shitje në lagjen Mati 1,afer rruges qe lidhet me rrugen B edhe C.Eshte ndertim i ri dhe leshohet per perdorim ne muajin Qershor 2022.
Kati:8
Sipërfaqe:88.4
Çmimi I shitjes:930 m2
Renditja:
♦Sallon me kuzhinë
♦2Dhomë gjumi
♦Banjo dhe wc
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",930 EUR,88,930.00,88.0,Mati,sale,,,,,,,
random,banesa-41738,Banese me qira ne Ulpiane,"Leshohet banese me qira ne Ulpiane
Banesa ka kete renditje:
- 2 dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
-Depo
Qmimi 300€

Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511




",300 EUR,70,300.00,70.0,Ulpiana,rent,,,,,,,
random,banesa-55998,Banese me qira ne lagjen e Muhaxhereve 1+1,"Banesë me qira në lagjen e Muhaxhereve,ne rrugen Jashar Salihu, ndertesa ""Kulla e Zotnise"".Banesa eshte e pa mobiluar e pershtateshme per zyre.
Kati:1
Sipërfaqe:57 m2
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",250 EUR,57,250.00,57.0,Muhaxhere,rent,,,,,,,
random,banesa-50196,Banese ne shitje te Qafa_1+1,"Banesë ne shitje  te Qafa, banesa eshte e mobiluar ne teresi
Kati:3
Sipërfaqe:47.3
Çmimi I shitjes:1200
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
","1,200 EUR",47,1200.00,47.0,Qafa,sale,,,,,,,
random,banesa-41556,Banese me qira ne lagjen Ulpiana,"Leshohet banese me qira ne Ulpiane,Mbrapa AAK
Banesa ka kete renditje:
-  dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 260€

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677
",260 EUR,60,260.00,60.0,Ulpiana,rent,,,,,,,
random,banesa-55802,Banese(zyre) me qira ne lagjen Ulpiane 2+1,"Banesë me qira në lagjen Ulpiana, banesa eshte prane laboratorit Fati Im dhe perball pompes Exfis. Banesa eshte gjysem e mobiluar dhe eshte shume e pershtateshme per zyre.
Kati:1
Sipërfaqe:55 m2
Çmimi i qirasë:300
Renditja:
♦Sallon me kuzhinë
♦2 Njesi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777",300 EUR,55,300.00,55.0,Ulpiana,rent,,,,,,,
